State,Country,County_Name,Full_County_Name,Cases,Update_Time,UVA_URL,Harvard_URL
USA (Aggregate Recovered),USA,2020-03-25,"2020-03-25, USA (Aggregate Recovered)",180000,2020-03-25 18:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA,  New York,"New York, New York",17856,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Westchester,"Westchester, New York",4691,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Nassau,"Nassau, New York",3285,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Suffolk,"Suffolk, New York",2260,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Rockland,"Rockland, New York",968,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Orange,"Orange, New York",638,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Dutchess,"Dutchess, New York",153,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Albany,"Albany, New York",152,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Erie,"Erie, New York",122,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Monroe,"Monroe, New York",118,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, unknown,"unknown, New York",85,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Putnam,"Putnam, New York",82,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Onondaga,"Onondaga, New York",60,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Saratoga,"Saratoga, New York",53,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Schenectady,"Schenectady, New York",44,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Ulster,"Ulster, New York",35,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Rensselaer,"Rensselaer, New York",33,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Sullivan,"Sullivan, New York",23,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Tompkins,"Tompkins, New York",18,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Columbia,"Columbia, New York",18,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Niagara,"Niagara, New York",10,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Oneida,"Oneida, New York",10,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Broome,"Broome, New York",9,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Steuben,"Steuben, New York",8,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Wayne,"Wayne, New York",6,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Ontario,"Ontario, New York",6,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Clinton,"Clinton, New York",6,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Wyoming,"Wyoming, New York",4,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Greene,"Greene, New York",4,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Herkimer,"Herkimer, New York",4,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Essex,"Essex, New York",4,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Madison,"Madison, New York",4,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Livingston,"Livingston, New York",3,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Cortland,"Cortland, New York",3,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Chemung,"Chemung, New York",3,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Washington,"Washington, New York",3,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Chenango,"Chenango, New York",3,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Delaware,"Delaware, New York",3,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Montgomery,"Montgomery, New York",3,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Allegany,"Allegany, New York",2,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Chautauqua,"Chautauqua, New York",2,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Warren,"Warren, New York",2,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Oswego,"Oswego, New York",2,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Hamilton,"Hamilton, New York",2,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Jefferson,"Jefferson, New York",2,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Cayuga,"Cayuga, New York",2,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Fulton,"Fulton, New York",1,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Genesee,"Genesee, New York",1,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Schoharie,"Schoharie, New York",1,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Franklin,"Franklin, New York",1,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Tioga,"Tioga, New York",1,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, St. Lawrence,"St. Lawrence, New York",1,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New York,USA, Otsego,"Otsego, New York",1,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA,  unknown,"unknown, New Jersey",930,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Bergen,"Bergen, New Jersey",819,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Essex,"Essex, New Jersey",381,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Middlesex,"Middlesex, New Jersey",316,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Monmouth,"Monmouth, New Jersey",313,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Union,"Union, New Jersey",262,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Hudson,"Hudson, New Jersey",260,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Passaic,"Passaic, New Jersey",255,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Morris,"Morris, New Jersey",223,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Ocean,"Ocean, New Jersey",222,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Somerset,"Somerset, New Jersey",117,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Mercer,"Mercer, New Jersey",82,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Camden,"Camden, New Jersey",61,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Burlington,"Burlington, New Jersey",48,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Sussex,"Sussex, New Jersey",27,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Hunterdon,"Hunterdon, New Jersey",25,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Gloucester,"Gloucester, New Jersey",23,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Warren,"Warren, New Jersey",18,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Atlantic,"Atlantic, New Jersey",12,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Cape May,"Cape May, New Jersey",4,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Cumberland,"Cumberland, New Jersey",3,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
New Jersey,USA, Salem,"Salem, New Jersey",1,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA,  Los Angeles,"Los Angeles, California",669,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Santa Clara,"Santa Clara, California",375,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, San Diego,"San Diego, California",238,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, San Francisco,"San Francisco, California",178,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, San Mateo,"San Mateo, California",165,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Orange,"Orange, California",152,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Alameda,"Alameda, California",135,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Sacramento,"Sacramento, California",88,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Contra Costa,"Contra Costa, California",86,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Riverside,"Riverside, California",68,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, San Joaquin,"San Joaquin, California",60,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Marin,"Marin, California",53,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, San Luis Obispo,"San Luis Obispo, California",42,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Ventura,"Ventura, California",39,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, San Bernardino,"San Bernardino, California",38,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Sonoma,"Sonoma, California",34,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Placer,"Placer, California",26,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Santa Barbara,"Santa Barbara, California",24,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Monterey,"Monterey, California",24,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Santa Cruz,"Santa Cruz, California",24,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Solano,"Solano, California",24,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
California,USA, Fresno,"Fresno, California",18,2020-03-25 19:00:00,https://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-25-2020.csv,https://docs.google.com/spreadsheets/d/1itaohdPiAeniCXNlntNztZ_oRvjh0HsGuJXUJWET008
